ID;Categories;Name;Categories;Challenge;1. NO POVERTY;2. ZERO HUNGER;3. GOOD HEALTH & WELL-BEING;4. QUALITY EDUCATION;5. GENDER EQUALITY;6. CLEAN WATER & SANITATION;7. AFFORDABLE & CLEAN ENERGY;8. DECENT WORK & ECONOMIC GROWTH;9. INDUSTRY, INNOVATION & INFRASTRUCTURE;10. REDUCED INEQUALITIES;11. SUSTAINABLE CITIES & COMMUNITIES;12. RESPONSIBLE CONSUMPTION & PRODUCTION;13. CLIMATE ACTION;14. LIFE BELOW WATER;15. LIFE ON LAND;16. PEACE, JUSTICE & STRONG INSTITUTIONS;17. PARTNERSHIPS FOR THE GOALS;1. INFANT AID;2. IMPAIRMENT DEVICES (SIGHT & SOUND);3. DISEASES AID & AWARNESS;4. PROSTHETICS; 5.FOOD SUSTAINABILITY; 6. PERSONAL MOBILITY/AID;7.DISEASES TREATMENT;8. CONSCIENTIUS CONSUMPTION/BEHAVIER;9. SAFETY;10.RECLAIMING THE CITY;11. SELF-SUSTAINING RESOURCES;12. DIGITAL SOCIETY;13. MOBILITY & ALTERNATIV TRANSPORTATION;14. ALTERNATIV ENERGY;15. LIGHT;16.WATER SAVING;17. DISPLACEMENT;18. SAFE WATER;19. FINANSIEL EMPOWERMENT;20. DECENTRALIZATION OF HEALTHCARE (Remote doctors);21. EMPOWER PEOPLE LOCAL;22. PROTECTION FOR WORKERS;23. HEAVY LIFTING/WORK AIDS FOR WORKERS;24. 3 D PRINT;25. SHARING ECONOMY (KNOWLEDGE AND SKILLS);26. PLAY AS PREVENTION OF DISEASE;27. PHYSICAL ENVIRONMENT FOR LEARNING ;28. PURPOSEFUL GAMING;29. Closing the digital divide;30. ALTERNATIVE LEARNING / INFORMATION;31. APPLIED DESIGN THINKING;32. EMPOWERING GIRLS & WOMEN;33. FLEXIBLE LIVING;34. MATERIALS;35. INTERNET OF THINGS;36. SANITATION;37. AFFORDABLE HOUSING;38. PERSONAL EMPOWERMENT;39. BIOMIMICRY;40. CLIMATE ADAPTATION;41. WEARABLES;42. CRISIS RESPONS;43. WASTE MANAGEMENT;44. CIVIL PROMOTION
267;2009;SMART SHELTER FOUNDATION;HOME;Housing;1;;;;;;;8;;;;;;;;;;;;;;;;;;;10;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;
268;2009;SOLAR WATER PLANT;HOME;Water;;;;;;6;7;;;;;;;;;;;;;;;;;;;;;11;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;
269;2009;SOLID STATE PLASMA LIGHT;HOME;Energy;;;;;;;7;;;;;;;;;;;;;;;;;;;;;11;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
270;2009;STREET SWAGS;HOME;Housing;1;;;;;;;;;10;;;;;;;;;;;;;;;;;10;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;2009;TAGTYPE;PLAY_LEARNING;Digitalization;;;;4;;;;;9;10;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;29;;;;;;;;;;;;;;;
272;2009;THE $700 HOUSE;HOME;Housing;1;;;;;;;8;;;;;;;;;;;;;;;;;;;10;;;;;;;17;;;;;;;;;;;;;;;;;;;;37;;;;;;;
273;2009;THE GOOD KITCHEN;BODY;Food;;;3;;;;;;;;;12;;;;;;;;;;5;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;2009;THE STORY OF STUFF;COMMUNITY;Communication;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;
275;2009;TOUCH SIGHT;BODY;Health;;;;;;;;;9;10;;;;;;;;;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;2009;UNIVERSAL GENERATOR;COMMUNITY;Energy;;;;;;;7;;;;;12;;;;;;;;;;;;;;;;11;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;2009;VOICE LABELER;PLAY_LEARNING;Digitalization;;;;;;;;;9;10;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;29;30;;;;;;;;38;;;;;;
278;2009;VOICE STICK;HOME;Digitalization;;;3;;;;;;;10;;;;;;;;;2;;;;;;;;;;12;;;;;;;;;;;;;;;;;29;;;;;;;;;;;;;;;
279;2009;WALLBREAKERS;PLAY_LEARNING;Education;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;28;;30;;;;;;;;;;;;;;
280;2009;WASTE RECOVERING SYSTEM;COMMUNITY;Enviroment;;;;;;;;8;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;;;;;;;;;43;
281;2009;WATER FOR ALL;HOME;Water;;;;;;6;;;;;11;12;;;;;;;;;;;;;;;;11;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
282;2009;WHALEPOWER TUBERCLE TECHNOLOGY;HOME;Energy;;;;;;;7;;;;;;;;;;;;;;;;;;;;;11;;;14;;;;;;;;;;;;;;;;;;;;;;;;;39;;;;;
283;2009;WOOLWORTHS “Making the Difference Through Design” Program;PLAY_LEARNING;Education;1;;;4;;;;8;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;21;;;;;;;;;30;31;;;;;;;;;;;;;
284;2009;X STING WISH;HOME;Safety;;;;;;;;;9;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
285;2009;X-SYSTEM;BODY;Health;;;3;;;;;;9;;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
286;2009;YELLO STROM;COMMUNITY;Energy;;;;;;;;;;;;12;13;;;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;
287;2011;21st Century Nursing Bag;WORK;Working conditions;;;3;;;;;;;;;;;;;;;;;;;;;7;;9;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;
288;2011;Adlens Universal and the Vision for a Nation Programme;BODY;Health;;;3;;;;;;;10;;;;;;;;;2;;;;;;;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;38;;;;;;
289;2011;Ambulight Photodynamic Therapy (PDT);BODY;Health;;;3;;;;;;9;;;;;;;;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
290;2011;Anti Sleep Pilot;COMMUNITY;Safety;;;3;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;2011;Aquacube™;HOME;Water;;;;;;6;;;;;;12;;;15;;;;;;;;;;;;;11;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;
292;2011;AskNature Biomimicry Website;HOME;Sustainable living;;;;;;;;;;;;12;;;15;;;;;;;;;;;;;;12;;;;;;;;;;;;;25;;;;;;;;;;;;;;39;;;;;
293;2011;Autarchy;HOME;Sustainable living;;;;;;;;;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;2011;Autodesk Sustainability Workshop;PLAY_LEARNING;Education;;;;4;;;;8;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30;31;;;;;;;;;;;;;
295;2011;BioLite Home Stove;HOME;Safety;;;3;;;;7;;;;;;;;;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;2011;Business Model Generation;PLAY_LEARNING;Education;;;;4;;;;8;9;;;;;;;;;;;;;;;;;;;;;;;;;;;19;;;;;;;;;;;30;;;;;;;;;;;;;;
297;2011;Bware water meter;HOME;Water;;;;;;6;;;;;;12;;;;;;;;;;;;;8;;;;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;2011;DESIGN FOR CHANGE;WORK;Working conditions;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;
299;2011;DESIGN SEOUL;COMMUNITY;Infrastructure;;;;;;;;;;;11;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;31;;;;;;;;;;;;;
300;2011;E. chromi;BODY;Health;;;3;;;;;;9;;;;;;;;;;;3;;;;;;9;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;
301;2011;Earthquake Disaster + design;COMMUNITY;Safety;;;;;;;;;;;11;;;;;;;;;;;;;;;9;;;;;;;;17;;;;;;;;;;;;;;31;;;;;;;;;;;;;
302;2011;Easy Latrine;HOME;Sustainable living;;;;;;6;;8;;;;;;;;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;;;;;
303;2011;Eating, Design & Dementia;BODY;Health;;;3;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31;;;;;;;;;;;;;
304;2011;Edheads.org;PLAY_LEARNING;Education;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;29;30;;;;;;;;;;;;;;
305;2011;ELEMENTAL MONTERREY;HOME;Housing;1;;;;;;;;;;11;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;37;;;;;;;
306;2011;EMBRACE INFANT WARMER;BODY;Health;;;3;;;;;;9;;;;;;;;;1;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;
307;2011;Enviromesh;HOME;Housing;;;;;;;;;9;;;12;;;15;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
308;2011;Glow Guardian;COMMUNITY;Safety;;;;;5;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;32;;;;;;;;;;;;
309;2011;Green School;PLAY_LEARNING;Education;1;;;4;;;;;;;11;;;;;;;;;;;;;;;;;11;;;;;;;;;;21;;;;;;27;;;30;;;;;;;;;;;;;;
310;2011;HackFwd;WORK;Unemployment;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
311;2011;High Line;COMMUNITY;Infrastructure;;;3;;;;;;;;11;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
312;2011;HÖVDING;PLAY_LEARNING;Leisure;;;3;;;;;;9;;11;;13;;;;;;;;;;;;;9;10;;;13;;;;;;;;;;;;;26;;;;;;;;;;;;;;;;;;
313;2011;Imagination Playground in a Box;PLAY_LEARNING;Leisure;;;3;4;;;;;;;11;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;26;;;;;;;;;;;;;;;;;;
314;2011;IVUHAP;COMMUNITY;Infrastructure;;;;;;;;;;;;12;;;;;17;;;;;;;;;;10;;;;;;;;;;;;;;;;;27;;;;;;33;;;;;;;;;;;
315;2011;JANMA – The Clean Birth Kit;BODY;Health;;;3;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;
316;2011;Konbit;COMMUNITY;Communication;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;21;;;;25;;;;;;;;;;;;;;;;;;;
317;2011;Learning Landscape;PLAY_LEARNING;Education;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27;;;30;31;;;;;;;;;;;;;
318;2011;Lifeplayer;COMMUNITY;Communication;;;3;4;;;7;;;10;;;;;;;;;;;;;;;;;;;12;;14;;;;;;;21;;;;;;;;29;;;;;;;;;;;;;;;
319;2011;Lulan Artisans Business Strategy;COMMUNITY;Inequality;1;;;;5;;;;;10;;;;;;;;;;;;;;;;9;;;;;;;;;;;;21;;;;;;;;;;;32;;;;;;;;;;;;
320;2011;Lung-on-a-Chip;BODY;Health;;;;;;;;;9;;;;;;;;;;;3;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
321;2011;MycoBond™;HOME;Sustainable living;;;;;;;;;9;;;12;;;15;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;39;;;;;
322;2011;NETRA;BODY;Health;;;3;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;
323;2011;Novacem;HOME;Sustainable living;;;;;;;;;9;;;12;;;15;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;2011;OpenIDEO.com;COMMUNITY;Communication;;;;;;;;;;;;;;;;;17;;;;;;;;;;;;12;;;;;;;;;;;;;25;;;;;30;31;;;;;;;;;;;;;
325;2011;Plumen 001;HOME;Energy;;;;;;;7;;;;;12;;;;;;;;;;;;;8;;;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;2011;PUMA: Clever Little Bag;COMMUNITY;Enviroment;;;;;;;;;;;;12;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;2011;Pure;HOME;Water;;;;;;6;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;
328;2011;Reclaim;COMMUNITY;Communication;;;;;;;;;;;11;;;;;;;;;;;;;;;;10;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;
329;2011;Refugees United;COMMUNITY;Communication;;;;;;;;;;;;;;;;;17;;;;;;;;;;;;12;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;2011;Sana;PLAY_LEARNING;Education;;;3;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;
331;2011;SEE BETTER TO LEARN BETTER (VERBIEN);BODY;Health;;;3;;;;;;9;;;;;;;;;;2;;;;;;;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;
332;2011;she28;BODY;Health;;;3;;5;6;;;;;;;;;;;;;;3;;;;;8;;;;;;;;;;;;20;;;;;;;;;;;;32;;;;;;;;;;;;
333;2011;Shokay;WORK;Unemployment;1;;;;;;;8;;;;;;;;;;;;;;;;;8;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;
334;2011;Solio;HOME;Energy;;;;;;;7;;;;;;;;;;;;;;;;;;;;;11;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
335;2011;T.27 City Car;COMMUNITY;Transportation;;;;;;;;;;;11;;13;;;;;;;;;;;;;;;;;13;;;;;;;;;;;;;;;;;30;;;;;;;;;;;;;;
336;2011;The Copenhagen Wheel;COMMUNITY;Transportation;;;;;;;;;;;11;;13;;;;;;;;;;;;;;10;;;13;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
337;2011;The Dream Ball Project;PLAY_LEARNING;Leisure;;;3;;;;;;;;;;;;;;;;;;;;;7;;;10;;;;;;;;;;;;;;;;26;;;;;;;;;;;;;;;;;;
338;2011;The Secret Life Series;COMMUNITY;Communication;;;;;;;;;;;;12;;;;;;;;;;;;;8;;;;12;;;;16;;;;;;;;;;;;;;30;;;;;;;;;;;;;;
339;2011;Tulip Siphon Water Filter;HOME;Water;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;
340;2011;UN Global Compact Dilemma Game;PLAY_LEARNING;Education;;;;;;;;;;;;;;;;;17;;;;;;;;;;;;;;;;;;;;;;;;;;;;28;;30;;;;;;;;;;;;;;
341;2011;WASARA;HOME;Sustainable living;;;;;;;;;;;;12;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
342;2011;WatAir;HOME;Water;;;;;;6;;;;;;;;;;;;;;;;;;;;;;11;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;
343;2011;X-halo;BODY;Health;;;3;;;;;;;;;;;;;;;;;;;;;7;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
344;2011;Yuneec E430;COMMUNITY;Transportation;;;;;;;7;;;;;;13;;;;;;;;;;;;;;;;;13;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
345;2013;$25 PC ENABLES PEOPLE ALL OVER THE WORLD TO USE COMPUTERS;PLAY_LEARNING;Digitalization;;;;4;;;;8;9;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;29;30;;;;;;;;;;;;;;
346;2013;4 simple steps to sanitize the slums of Nairobi;HOME;Sustainable living;;;;;;6;;8;;;;;;;;;;;;;;;;;;;;11;;;;;;;;;;;;;;;;;;;30;;;;;;36;;;;;;;;
347;2013;a solution to textile waste in sub-sahara;COMMUNITY;Enviroment;;;;;;;;8;;;;12;;;;;17;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;
348;2013;Africa receives easy access to clean water;HOME;Water;;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;
349;2013;African doctors race motorcycles to save lives;WORK;Working conditions;;;3;;;;;;;10;;;;;;;;;;3;;;;;;;;;;13;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;
350;2013;African smallholder farmers receive tools to scale-up and succeed;WORK;Unemployment;1;;;;;;;;;10;;;;;;;;;;3;;;;;;;;;;13;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;
351;2013;age-old Ketchup problem solved!;HOME;Sustainable living;;;;;;;;;;;;12;;;15;;;;;;;5;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
352;2013;Amputees design their own prosthetics;BODY;Health;;;3;;;;;;;10;;;;;;;;;;;4;;;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
353;2013;app scans your skin for melanoma;BODY;Health;;;3;;;;;;;;;;;;;;;;;3;;;;;;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;
354;2013;Auction off your trash;COMMUNITY;Enviroment;;;;;;;;;;;;12;;;;;17;;;;;;;;;;;11;12;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;43;
355;2013;Augmented reality becomes real;PLAY_LEARNING;Digitalization;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;35;;;;;;;;;
356;2013;Biomass powers up developing world;COMMUNITY;Energy;;;;;;;7;;;;;;13;;;;;;;;;;;;;;;11;;;14;;;;;;;21;;;;;;;;;30;;;;;;;;;;;;;;
357;2013;Board game breaks poverty cycle for illiterate women;PLAY_LEARNING;Education;1;;;4;5;;;8;;;;;;;;;;;;;;;;;8;;;;;;;;;;;19;;;;;;;;;28;;;;32;;;;;;;;;;;;
358;2013;Build your own 3D-printed home;HOME;Housing;;;;;;;;;9;;;12;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;
359;2013;CASH IN YOUR OLD ELECTRONICS AT THIS ATM MACHINE;COMMUNITY;Enviroment;;;;;;;;;;;;12;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43;
360;2013;CLEVER SYRINGE WARNS YOU OF PRIOR USE;BODY;Safety;;;3;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
361;2013;Copper shredding bikes spare Ghanaians an early death;COMMUNITY;Enviroment;;;3;;;;;8;;;;12;;;;;;;;;;;;;;;;;;13;;;;;;;;21;22;;;;;;;;;;;;;;;;;;;;;;
362;2013;Cut your heating bill by a third;HOME;Sustainable living;;;;;;;;;9;;;12;;;;;;;;;;;;;;;;11;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
363;2013;DANISH CAPITAL ADAPTS SUCCESSFULLY TO CHANGING CLIMATE;COMMUNITY;Climate;;;;;;;;;;;11;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;
364;2013;Danish playgrounds fight obesity with active play;PLAY_LEARNING;Leisure;;;3;;;;;;;;11;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;26;;;;;;;;;;;;;;;;;;
365;2013;Diaper technology makes farming 90% more water efficient;COMMUNITY;Enviroment;;2;;;;;;;9;;;;;;;;;;;;;5;;;;;;11;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
366;2013;Dyslexia-friendly typeface finally here;PLAY_LEARNING;Diversity;;;;4;;;;;;10;;;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;30;31;;;;;;;;;;;;;
367;2013;eat grasshoppers and save the planet!;BODY;Food;;2;;;;;;;;;;12;;;;;;;;;;5;;;;;;11;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
368;2013;Edible food packaging eliminates the need for paper and plastic;BODY;Food;;;;;;;;;;;;12;;;;;;;;;;5;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
369;2013;educational Text messages to new mothers save lives;PLAY_LEARNING;Education;;;3;4;;;;;;;;;;;;;;1;;;;;;;;;;;12;;;;;;;;20;;;;;;;;;29;30;;32;;;;;;;;;;;;
370;2013;Floating swimming pool cleans up New York’s East River;COMMUNITY;Climate;;;3;;;;;;;;11;;13;;;;;;;;;;;;;;10;11;;;;;;;18;;;;;;;;26;;;;;;;;;;;;;;;;;;
371;2013;Flying Kites measure air pollution in China;COMMUNITY;Enviroment;;;3;;;;;;;;11;;;;15;;;;;;;;;;;;;;;;;;;;;;;21;;;;;;;;;30;;;;;;;;;;;;;;
372;2013;Good sanitary habits inspired by profitable urine;HOME;Sustainable living;;;3;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;36;;;;;;;;
373;2013;GRAVITY PROVIDES LIGHT FOR FREE;HOME;Energy;;;;;;;7;;;;;;;;;;;;;;;;;;;;;11;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
374;2013;Guide: How to learn and benefit from the world’s best ideas (TEDX);PLAY_LEARNING;Education;;;;4;;;;;9;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;25;;;;29;30;;;;;;;;;;;;;;
375;2013;Guide: Instructions for when the world ends;COMMUNITY;Communication;;;;;;;;;;;;12;;;;;;;;;;;;;8;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
376;2013;How one plastic bottle improves life in slums;HOME;Energy;;;;;;;7;8;;;;;;;;;;;;;;;;;;;;11;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
377;2013;IF THE ROAD COULD TALK TO YOU, WHAT WOULD IT SAY?;COMMUNITY;Infrastructure;;;;;;;;;9;;11;12;;;;;;;;;;;;;;;;;;13;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
378;2013;In case of emergency: download these apps;COMMUNITY;Safety;;;3;4;;;;;;;;;;;;;17;;;;;;;;;9;;;;;;;;;;;20;21;;;;;;;;;30;;;;;;;;;;;;42;;
379;2013;Indian entrepreneurs fight dangerous E-waste;COMMUNITY;Enviroment;;;;;;;;8;;;;12;;;;;;;;;;;;;;;;11;;;;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;43;
380;2013;invention enables paraplegics to stand-up;BODY;Health;;;3;;;;;;9;10;;;;;;;;;;;;;6;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
381;2013;ivy league education available to all – for free;PLAY_LEARNING;Education;;;;4;;;;;;10;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;25;;;;;30;;;;;;;;;;;;;;
382;2013;Lanterns aim to brighten 100 million lives;HOME;Energy;;;3;;;;7;;;;;;;;;;;;;;;;;;;;;11;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
383;2013;Learn anything from anyone – anywhere (SKILLSHARE);PLAY_LEARNING;Education;;;;4;;;;8;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;
384;2013;Meat made from plants;BODY;Food;;;;;;;;;;;;12;13;;;;;;;;;5;;;8;;;11;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;
385;2013;Mexico city gets A huge environmental makeover;COMMUNITY;Enviroment;;;;;;;;;;;11;;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;
386;2013;Microgrids are set to revolutionize energy in rural areas;COMMUNITY;Energy;;;;;;;7;;;;;;;;;;;;;;;;;;;;;11;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
387;2013;Mobile banking booms in Africa;WORK;Digitalization;;;;;;;;8;;10;;;;;;;;;;;;;;;;;;;12;;;;;;;19;;;;;;;;;;;;;;;;;;;;;;;;;
388;2013;Mobile games teach women and children vital survival skills;PLAY_LEARNING;Education;1;;;4;5;;;;;10;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;28;29;30;;32;;;;;;;;;;;;
389;2013;Nation’s brightest re-design US government;COMMUNITY;Communication;;;;;;;;8;;;;;;;;16;17;;;;;;;;;;;;12;;;;;;;;;21;;;;;;;;;30;;;;;;;;;;;;;;
390;2013;NO TASK IS TOO LARGE FOR THIS VIRTUAL WORKFORCE;WORK;Digitalization;;;;;;;;8;;;;;;;;;;;;;;;;;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
391;2013;Paralyzed people walk again thanks to wearable robot;BODY;Health;;;3;;;;;;9;10;;;;;;;;;;;;;6;;;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
392;2013;Rent your neighbour’s car and reduce the world’s co2;COMMUNITY;Transportation;;;;;;;;;;;11;12;;;;;;;;;;;;;;;;;12;13;;;;;;;;;;;;25;;;;;;;;;;;;;;;;;;;
393;2013;Robot arms help sick children move freely;BODY;Health;;;3;;;;;;9;10;;;;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;;;
394;2013;Skatepark saves Danish city from future floodings;COMMUNITY;Climate;;;;;;;;;;;11;;13;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40;;;;
395;2013;Smartphone app informs people of drone attacks;COMMUNITY;Communication;;;;;;;;;;;;;;;;16;;;;;;;;;;;;;12;;;;;;;;;21;;;;;;;;;30;;;;;;;;;;;;;;
396;2013;Social media platform speeds up gay rights;COMMUNITY;Inequality;;;;;5;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38;;;;;;
397;2013;Solar lamps shed light on world’s darkest corners;HOME;Energy;;;3;;;;7;;;;;;;;;;;;;;;;;;;;;11;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
398;2013;Stop shopping – 3D-print your stuff instead;WORK;Digitalization;;;;;;;;;9;;;12;;;;;;;;;;;;;8;;;;;;;;;;;;;;;;24;;;;;;;;;;;;;;;;;;;;
399;2013;TAKING ON GLOBAL FOOD WASTE WITH A SIMPLE SHEET OF PAPER (FRESH PAPER);HOME;Sustainable living;;;;;;;;;;;;12;;;15;;;;;;;5;;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
400;2013;The missing link to end the leading cause of child deaths;BODY;Health;;;3;;;;;;9;;;;;;;;;1;;;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
401;2013;TRIO OF LIFE-SAVING DEVICES REDUCE CHILDBIRTH MORTALITY;BODY;Safety;;;3;;;;;;;10;;;;;;;;1;;;;;;;;9;;;;;;;;;;;20;;;;;;;;;;30;;;;;;;;;;;;;;
